title,price,description,carat_weight,center_stone_shape,carat_material,photo_link,width,approx,metal,gold,copper,zinc,nickle,color_accent_tags,clarity_accent_tags,profile,carat,color,clarity,Url
The Halo Stephanie Set With A 2 Carat Round Lab Diamond,"$4,170","The Halo Stephanie is a stunning halo engagement ring that combines timeless elegance with contemporary brilliance. The vintage-inspired design adds a touch of romance and sophistication, making it the perfect choice for those who appreciate the charm of bygone eras, while the diamond halo enhances the center stone's brilliance, creating a dazzling display of light and sparkle. This ring is a celebration of love, style, and timeless beauty, making it the perfect choice for the moment you say, ""Forever.""",2,Round,Platinum,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-C125-WG-DIA-2ks_0.jpg?v=1699446141&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-C1-WG-DIA-2Ks_0.jpg?v=1699446141&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-WG_0.jpg?v=1699440630&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-WG_0.jpg?v=1699440630&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/RoundShapeStoneSolo-MHTOVVUU.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/415Q-ER-R-C37-WG-DIA-2Ks_0_33361c14-285a-40f3-b9eb-385067cb1976.jpg?v=1699446142&width=800&height=800&crop=center']",1.5mm,0.3 ct,Platinum,95% Platinum,3% Copper,2% Cobalt,,D-F,VVS,Medium,2,D-F,VS,https://keyzarjewelry.com/products/the-halo-stephanie-setting-round-platinum-2-carat-lab-diamond
The Low Profile Kamellie Set With A 3 Carat Oval Lab Diamond,"$4,810","Set with intricate pave diamonds, The Low Profile Kamellie blends the tastefully modern with a timeless classic. The hidden halo ensures there is sparkle coming in from every angle, highlighting your center stone and making it appear larger. The delicate design flatters the finger, while its low profile makes it practical for even the busiest hands.",3,Oval,18k White Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-OV-WG_attN2ShhC4WF3LhM1_166e9658-00e3-4533-8c81-c967e7704e8a.jpg?v=1721745470&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-OV-WG_attI6IdmavlPSX2mi_abdd74b6-c36e-4a16-ba5e-b37ed55b257e.jpg?v=1721745471&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-OV-WG_attMtEeJIPUHLhE21_ba4808e9-3f12-489e-8f69-8e8c7b43ae08.jpg?v=1721745473&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-OV-WG_attJRen1BCOEcFVG4_7ce3a1e2-b3a0-4d82-b6cd-05dd318aedf1.jpg?v=1721745477&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-OV-WG_att7eGhgjxteQzysO_df31f72d-1faf-4452-b963-d77f6eacc114.jpg?v=1721745479&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-OV-WG_atthqm5FL5G9ua0Aj_d96f1ea8-24cf-4563-a1d4-dc3c81817c30.jpg?v=1721745483&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-OV-WG_attrGevDsuB4MrHbG_55606027-e7a9-4f68-8795-8f97c30c7684.jpg?v=1721745484&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-OV-WG_attyNCbjtOE825QsC_2aa225e6-0966-4137-a0ae-31c246072e15.jpg?v=1721745486&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-OV-WG_attL0YAoDJQUakFou_f177d564-d7a4-490c-9498-10efa5cc25f8.jpg?v=1721745486&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/18c96568fc00d97e959a66dabc308fcb_761f6a55-a9f3-41f4-b45e-e84a6b5f6457.jpg?v=1693928360&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/18c96568fc00d97e959a66dabc308fcb_761f6a55-a9f3-41f4-b45e-e84a6b5f6457.jpg?v=1693928360&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/OvalShapeStoneSolo-MUTZKHQT.png']",1.5mm,0.25 ct,18k White Gold,75% Gold,15.3% Copper,5.2% Zinc,4.4% Nickel,D-F,VVS,Low,3,D-F,VS,https://keyzarjewelry.com/products/the-low-profile-kamellie-setting-oval-18k-white-gold-pave-3-carat-lab-diamond
The Halo Stephanie Set With A 2 Carat Round Lab Diamond,"$3,570","The Halo Stephanie is a stunning halo engagement ring that combines timeless elegance with contemporary brilliance. The vintage-inspired design adds a touch of romance and sophistication, making it the perfect choice for those who appreciate the charm of bygone eras, while the diamond halo enhances the center stone's brilliance, creating a dazzling display of light and sparkle. This ring is a celebration of love, style, and timeless beauty, making it the perfect choice for the moment you say, ""Forever.""",2,Round,14k Rose Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-C125-RG-DIA-2ks_0.jpg?v=1699440643&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-C1-RG-DIA-2Ks_0.jpg?v=1699440643&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-RG_0.jpg?v=1699440643&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-RG_0.jpg?v=1699440643&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/RoundShapeStoneSolo-MHTOVVUU.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-C37-RG-DIA-2Ks_0.jpg?v=1699440643&width=800&height=800&crop=center']",1.5mm,0.3 ct,14k Rose Gold,58.5% Gold,36.3% Copper,3.7% Silver,1.4% Zinc,D-F,VVS,Medium,2,D-F,VS,https://keyzarjewelry.com/products/the-halo-stephanie-setting-round-14k-rose-gold-2-carat-lab-diamond
The Jade Set With A 1.5 Carat Elongated Cushion Lab Diamond,"$3,350","The Jade stunning split shank design features a delicate band with dynamic sparkle. A shimmering row of pave diamonds splits, continuing up the base of each prong to meet at a subtle point before descending into a diamond-studded bridge. The setting boasts glittering brilliance from all angles, making your center stone appear larger while a slimming silhouette elongates the finger. ",1.5,Elongated Cushion,14k Rose Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/374Q-ECU-RG-G2c_0_7bf45972-9f59-4f2b-b782-20e077669820_3x_jpg.webp?v=1690888704&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/374Q-ECU-RG-G5d_0_4f4e4e41-3fae-4461-bb59-e48baabc9ccd_3x_jpg.webp?v=1690888705&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/043e5b7bfdf1754321e560d0e5c8bf29_f6add328-e216-467f-986c-722011790bc1.jpg?v=1693926478&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/043e5b7bfdf1754321e560d0e5c8bf29_f6add328-e216-467f-986c-722011790bc1.jpg?v=1693926478&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/ElongatedCushionShapeStoneSolo-C2FGNMKS.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/374Q-ECU-RG-G5b_0_93947ade-952d-42c8-9c0b-ef115cd0b636_3x_jpg.webp?v=1690888705&width=800&height=800&crop=center']",1.8mm,0.3 ct,14k Rose Gold,58.5% Gold,36.3% Copper,3.7% Silver,1.4% Zinc,D-F,VVS,High,1.5,D-F,VS,https://keyzarjewelry.com/products/the-jade-setting-elongated-cushion-14k-rose-gold-1-5-carat-lab-diamond
The Halo Stephanie Set With A 2 Carat Marquise Lab Diamond,"$4,170","The Halo Stephanie is a stunning halo engagement ring that combines timeless elegance with contemporary brilliance. The vintage-inspired design adds a touch of romance and sophistication, making it the perfect choice for those who appreciate the charm of bygone eras, while the diamond halo enhances the center stone's brilliance, creating a dazzling display of light and sparkle. This ring is a celebration of love, style, and timeless beauty, making it the perfect choice for the moment you say, ""Forever.""",2,Marquise,Platinum,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-MQ-C125-WG-DIA-2ks_0.jpg?v=1699441225&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-MQ-C1-WG-DIA-2Ks_0.jpg?v=1699441225&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-WG_0_61261c9f-4761-42a3-a80c-b226aa840337.jpg?v=1699441225&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-WG_0_61261c9f-4761-42a3-a80c-b226aa840337.jpg?v=1699441225&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/MarquiseShapeStoneSolo-6NGGB6ET.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-MQ-C37-WG-DIA-2Ks_0.jpg?v=1699441225&width=800&height=800&crop=center']",1.5mm,0.3 ct,Platinum,95% Platinum,3% Copper,2% Cobalt,,D-F,VVS,Medium,2,D-F,VS,https://keyzarjewelry.com/products/the-halo-stephanie-setting-marquise-platinum-2-carat-lab-diamond
The Low Profile Kamellie Set With A 3 Carat Cushion Lab Diamond,"$4,510","Set with intricate pave diamonds, The Low Profile Kamellie blends the tastefully modern with a timeless classic. The hidden halo ensures there is sparkle coming in from every angle, highlighting your center stone and making it appear larger. The delicate design flatters the finger, while its low profile makes it practical for even the busiest hands.",3,Cushion,14k White Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-CU-WG_attdRCGaGyiwna32S_bcdd7629-aa21-4b49-b067-5ddfa573fbfb.jpg?v=1714945166&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/18c96568fc00d97e959a66dabc308fcb_8d3dfa4d-3fbe-4125-91d9-d67eb18c4244.jpg?v=1693928369&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/18c96568fc00d97e959a66dabc308fcb_8d3dfa4d-3fbe-4125-91d9-d67eb18c4244.jpg?v=1693928369&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/CushionShapeStoneSolo-T7O7FAUV.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-CU-WG_attvkmWIL1VyWQ1zK_65c36d1f-2d82-4499-9547-dfae773165d4.jpg?v=1714945166&width=800&height=800&crop=center']",1.5mm,0.25 ct,14k White Gold,58.5% Gold,25.4% Copper,8.7% Zinc,7.3% Nickel,D-F,VVS,Low,3,D-F,VS,https://keyzarjewelry.com/products/the-low-profile-kamellie-setting-cushion-14k-white-gold-pave-3-carat-lab-diamond
The Low Profile Kamellie Set With A 3 Carat Oval Lab Diamond,"$4,810","Set with intricate pave diamonds, The Low Profile Kamellie blends the tastefully modern with a timeless classic. The hidden halo ensures there is sparkle coming in from every angle, highlighting your center stone and making it appear larger. The delicate design flatters the finger, while its low profile makes it practical for even the busiest hands.",3,Oval,18k Yellow Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-OV-YG_attVC13twi8OfEPDd_7001d5fd-a49e-4af4-a16d-e726a19f6c2e.jpg?v=1714942797&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-OV-YG_attXUnPhDNG5OYBnG_aa3f7511-acb0-467e-ad6c-99e4c32f3f1e.jpg?v=1714942797&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-OV-YG_attlbFjQF5S0fofsg_6c4c8908-1931-4d40-95b1-189835c7f19d.jpg?v=1714942797&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-OV-YG_attOv0WFMrktE0mnO_67a27ca6-02e2-4f87-bad1-49d6f24d0f60.jpg?v=1714942797&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-OV-YG_attUNJlMLRYj748RV_031ca1ec-9c7f-44df-bac1-6eb0a8b65e87.jpg?v=1714942797&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-OV-YG_att2Ze79Gq82l2NMn_e34fee94-107b-4c69-acaa-9532fd55651d.jpg?v=1714942797&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/f0f00749564a31925aaeddbad37440d4_6574aa26-5591-46c3-8ede-cd2c4bed01fa.jpg?v=1693928426&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/f0f00749564a31925aaeddbad37440d4_6574aa26-5591-46c3-8ede-cd2c4bed01fa.jpg?v=1693928426&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/OvalShapeStoneSolo-MUTZKHQT.png']",1.5mm,0.25 ct,18k Yellow Gold,75% Gold,11.5% Copper,12.5% Silver,1% Zinc,D-F,VVS,Low,3,D-F,VS,https://keyzarjewelry.com/products/the-low-profile-kamellie-setting-oval-18k-yellow-gold-pave-3-carat-lab-diamond
The Kamellie Set With A 1.5 Carat Elongated Cushion Lab Diamond,"$2,800","Discover The Kamellie, a Keyzar bestseller that epitomizes timeless elegance. This exquisite solitaire engagement ring features a sleek and slender band that offers a modern touch while ensuring the center stone remains the star. What sets The Kamellie apart is its hidden halo, adding a secret sparkle that enhances the ring's brilliance without overpowering its classic design. Perfect for those who appreciate the subtle sophistication, The Kamellie is a beautiful testament to your enduring love.",1.5,Elongated Cushion,Platinum,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-ECU-WG_attu6kCMg5iQkeuL3_b862f1cf-9a13-4392-a791-1f87e244e712.jpg?v=1715006060&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-ECU-WG_attpq2cGIKCk5tUeW_bc5b685b-57d3-45df-826c-e75f0c54acf8.jpg?v=1715006060&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-ECU-WG_attPWgKqRYSK3Kt06_b6f47d47-a5cc-4c61-a628-11599abf49f5.jpg?v=1715006060&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-ECU-WG_attkGD9XshUHcNb3u_444397a3-22b1-4d73-9f42-e5123e182ca7.jpg?v=1715006060&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-ECU-WG_attgXwHs0DWY3g1yE_81071b6b-1f5e-4560-958f-9c0a062d6cc8.jpg?v=1715006059&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-ECU-WG_attWaO5fNcSOHWg2d_d674604d-c9a4-4771-9a66-a38c22bbf97e.jpg?v=1715006060&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-ECU-WG_attkXM95HgWg5bBUQ_f7c462ab-5d37-4a56-b4a0-e72e058bccaa.jpg?v=1715006060&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-ECU-WG_att1sMwCs3g03YAfh_3d60deff-fef1-42c7-8904-19c94aba3db6.jpg?v=1715006060&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/0d3ab3d8cc3353eb68667e83c17f5751_9d8aa21d-8af8-466c-ae86-2c2a60338c75.jpg?v=1693926696&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/0d3ab3d8cc3353eb68667e83c17f5751_9d8aa21d-8af8-466c-ae86-2c2a60338c75.jpg?v=1693926696&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/ElongatedCushionShapeStoneSolo-C2FGNMKS.png']",1.5mm,0.08 ct,Platinum,95% Platinum,3% Copper,2% Cobalt,,D-F,VVS,High,1.5,D-F,VS,https://keyzarjewelry.com/products/the-kamellie-setting-elongated-cushion-platinum-solitaire-1-5-carat-lab-diamond
The Kamellie Set With A 1.5 Carat Emerald Lab Diamond,"$2,200","Discover The Kamellie, a Keyzar bestseller that epitomizes timeless elegance. This exquisite solitaire engagement ring features a sleek and slender band that offers a modern touch while ensuring the center stone remains the star. What sets The Kamellie apart is its hidden halo, adding a secret sparkle that enhances the ring's brilliance without overpowering its classic design. Perfect for those who appreciate the subtle sophistication, The Kamellie is a beautiful testament to your enduring love.",1.5,Emerald,14k Yellow Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-EM-YG_attoicCATeug0MlDE_17b244c5-75b7-4776-bc51-353441ea257d.jpg?v=1715016595&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-EM-YG_attAXEr02CaersTCe_261dd295-e330-4550-83ab-fdc62bd851c4.jpg?v=1715016595&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-EM-YG_attDWYZtSYN7PTZVb_056a2787-7e7b-4c54-8436-48716533b3df.jpg?v=1715016595&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-EM-YG_attP7vEOtzOOcaL4x_46d37e31-cc1a-45a3-8b84-8dcd98222af8.jpg?v=1715016595&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-EM-YG_att4DFE8x21a8TtHh_dff63f9c-15a7-470c-ad46-190e6ed62561.jpg?v=1715016595&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-EM-YG_attxt4LXluLdtgnkI_64ba9dbf-17be-42da-93d4-ae9173646754.jpg?v=1715016595&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-EM-YG_attkVEYmHKxS10USt_8c313f2c-2bde-422e-916f-3eb703522af3.jpg?v=1723640683&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-EM-YG_attllwJ2WBzAw8tIt_2353aa03-7b77-43c1-b0b7-48b77a4b79a5.jpg?v=1723640685&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-EM-YG_atttEuG1ir1sPK2yi_5a8e9414-ac86-48a8-8aa7-83753a824626.jpg?v=1715016595&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-EM-YG_attH93L9JCv1aF2CP_b6855e0d-b247-4782-8454-f21fac139b77.jpg?v=1715016595&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-EM-YG_attmkY6nqUflVzdVz_20782924-5172-4724-be87-cd352037047a.jpg?v=1715016595&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-EM-YG_atth8wuz7DHcX9pBX_fa86f131-8cd4-47c0-86db-31b219625baa.jpg?v=1715016595&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/820e5d73a2c22750cc2fcb7e18f9a9fd_7ea80667-b831-46b0-aa17-d301b6bd1305.jpg?v=1693927257&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/820e5d73a2c22750cc2fcb7e18f9a9fd_7ea80667-b831-46b0-aa17-d301b6bd1305.jpg?v=1693927257&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/EmeraldShapeStoneSolo-ZGDOHXSP.png']",1.5mm,0.08 ct,14k Yellow Gold,58.5% Gold,30.5% Copper,6.1% Silver,4.7% Zinc,D-F,VVS,High,1.5,D-F,VS,https://keyzarjewelry.com/products/the-kamellie-setting-emerald-14k-yellow-gold-solitaire-1-5-carat-lab-diamond
The Zoey Set With A 2 Carat Princess Lab Diamond,"$3,320",criss-cross engagement ring,2,Princess,14k Rose Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-RG_032_7bf89269-9819-4653-9703-6f3c6c33074c_3x_jpg.webp?v=1690864074&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-RG_035_77888429-32c6-49d4-9ed0-91239384d031_3x_jpg.webp?v=1690864073&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/04a8210757202c8a35b61763d052584c_25615bf8-d559-43a0-8c72-c4be1b3f6b49.jpg?v=1693996022&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/04a8210757202c8a35b61763d052584c_25615bf8-d559-43a0-8c72-c4be1b3f6b49.jpg?v=1693996022&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/PrincessShapeStoneSolo-TJJ3BKAV.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-RG_029_94c20699-3d7b-4b11-b349-52429d9c3bee_3x_jpg.webp?v=1690864073&width=800&height=800&crop=center']",2.0mm,0.35 ct,14k Rose Gold,58.5% Gold,36.3% Copper,3.7% Silver,1.4% Zinc,D-F,VVS,High,2,D-F,VS,https://keyzarjewelry.com/products/the-zoey-setting-princess-14k-rose-gold-2-carat-lab-diamond
The Kamellie Set With A 1.5 Carat Marquise Lab Diamond,"$2,200","Discover The Kamellie, a Keyzar bestseller that epitomizes timeless elegance. This exquisite solitaire engagement ring features a sleek and slender band that offers a modern touch while ensuring the center stone remains the star. What sets The Kamellie apart is its hidden halo, adding a secret sparkle that enhances the ring's brilliance without overpowering its classic design. Perfect for those who appreciate the subtle sophistication, The Kamellie is a beautiful testament to your enduring love.",1.5,Marquise,14k Yellow Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-MQ-YG_attynow5CAYgnBDvG_f8ccbdf7-6bb7-44f2-a321-83df0b0ca8ac.jpg?v=1715006117&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-MQ-YG_attVZaXJcxSixTgrg_cadfeb36-117b-4d05-94fd-84ed121fbbd0.jpg?v=1715006117&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-MQ-YG_attlTNTAjNN4zVQta.jpg?v=1724248071&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-MQ-YG_attdzkk86AxRPSnaz.jpg?v=1724248071&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-MQ-YG_attDH7iZudbOS2rwS_a0b88c5f-0397-4798-8eda-dda5fe18d82d.jpg?v=1715006117&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-MQ-YG_att1U8uPZNlGPKTOe_c37243e3-2dd5-4296-9188-f34d4d0e49f8.jpg?v=1715006117&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-MQ-YG_attLr8Ccu9yh8XuHZ_0025027e-113f-43bd-ba16-52444bc5204f.jpg?v=1715006117&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-MQ-YG_attRsQYk5ZXq7P4iY_edd87b58-8e94-4f7f-8041-8948ad23602e.jpg?v=1715006117&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/820e5d73a2c22750cc2fcb7e18f9a9fd_e06ff2ad-3c2e-4ebe-93e4-86cea7aa2600.jpg?v=1693927267&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/820e5d73a2c22750cc2fcb7e18f9a9fd_e06ff2ad-3c2e-4ebe-93e4-86cea7aa2600.jpg?v=1693927267&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/MarquiseShapeStoneSolo-6NGGB6ET.png']",1.5mm,0.08 ct,14k Yellow Gold,58.5% Gold,30.5% Copper,6.1% Silver,4.7% Zinc,D-F,VVS,High,1.5,D-F,VS,https://keyzarjewelry.com/products/the-kamellie-setting-marquise-14k-yellow-gold-solitaire-1-5-carat-lab-diamond
